host_response_rate,host_identity_verified,host_total_listings_count,is_location_exact,property_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
81,0,7,1,0,4,16500,1,19,92.0,0,2,1.06,1
96,1,28,1,0,2,6900,2,6,70.0,1,2,0.33,1
100,0,11,1,0,4,13900,1,27,87.0,1,2,1.3,1
100,1,13,1,0,2,13500,1,236,87.0,1,2,6.45,1
100,1,1,0,4,2,13900,1,1,80.0,0,1,0.94,1
100,1,7,1,0,4,9900,1,252,78.0,1,0,7.05,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
91,1,1,1,0,4,18900,2,39,97.0,0,2,2.44,1
100,1,2,1,0,1,4000,1,101,96.0,1,1,4.57,1
100,1,4,0,0,4,7500,1,43,89.0,0,2,4.81,1
100,1,1,1,0,2,8300,2,51,93.0,0,0,3.76,1
100,1,1,1,0,5,29500,3,29,94.0,0,1,2.74,1
97,1,4,0,0,3,24000,1,35,86.0,0,1,5.47,1
100,1,1,1,0,2,18900,1,173,92.0,1,2,4.96,1
100,1,2,1,0,1,8400,1,133,96.0,1,1,9.32,1
100,1,4,1,0,4,26500,1,101,93.0,0,1,7.05,1
100,1,2,1,8,2,10000,1,62,97.0,0,0,4.39,1
100,0,1,1,0,4,15000,2,9,98.0,0,1,0.36,1
100,1,6,0,0,2,6300,1,45,82.0,1,1,2.49,1
97,1,21,1,0,4,24900,2,11,76.0,0,1,2.37,1
100,1,307,1,0,5,18300,2,11,95.0,0,2,0.69,1
89,1,558,1,0,2,25900,2,2,60.0,0,3,0.08,1
98,1,24,1,0,2,14400,2,13,83.0,0,2,0.73,1
100,1,1,1,0,4,21500,2,27,96.0,0,2,1.88,1
100,0,11,1,0,4,14900,1,101,88.0,0,2,3.24,1
100,1,2,1,8,8,26900,1,4,100.0,0,2,0.2,1
100,1,8,1,0,2,8500,2,14,82.0,0,1,0.55,1
100,1,8,0,8,2,7500,1,32,97.0,1,0,2.32,1
97,1,4,0,0,6,30000,1,78,85.0,0,1,3.77,1
67,1,1,1,8,2,5900,1,8,83.0,0,1,0.75,1
100,1,18,1,8,2,9900,1,81,86.0,1,2,6.62,1
89,1,558,1,0,2,25100,2,22,85.0,0,3,0.28,1
100,1,1,1,0,2,9900,3,78,97.0,0,1,2.0,1
100,1,2,1,0,2,8500,1,62,97.0,0,1,1.46,1
100,1,1,1,0,2,17500,1,12,93.0,0,0,0.7,1
100,1,1,1,0,4,23900,1,85,95.0,0,2,5.67,1
100,1,20,1,8,3,7200,1,75,86.0,0,2,3.13,1
94,1,5,1,0,5,35000,1,13,98.0,0,1,0.24,1
100,0,3,0,0,2,10500,1,184,88.0,0,1,11.48,1
98,1,24,1,0,4,16700,2,54,82.0,0,2,1.02,1
95,1,6,1,8,2,7000,1,47,92.0,0,2,2.19,1
98,1,749,1,0,5,31900,3,2,70.0,0,2,0.14,1
95,1,6,1,8,2,6000,1,43,90.0,0,2,1.88,1
100,1,1,1,0,2,20000,2,18,92.0,0,2,1.08,1
100,1,15,1,0,4,24500,2,47,97.0,1,2,3.07,1
94,1,18,1,0,3,13300,1,74,80.0,0,1,2.71,1
99,1,30,0,0,8,20000,1,19,91.0,0,2,4.91,1
100,1,4,1,0,2,6000,1,280,96.0,1,0,7.07,1
89,1,1,1,0,3,11500,7,22,79.0,0,0,1.56,1
90,1,1,1,0,6,37500,2,98,99.0,1,1,3.9,1
97,1,4,0,0,6,30000,1,78,85.0,0,1,3.77,1
100,1,1,1,0,2,15000,1,31,85.0,0,1,1.97,1
100,1,11,1,8,2,6500,2,125,89.0,1,2,2.05,1
100,1,2,1,0,2,6500,1,176,92.0,0,0,7.19,1
100,1,8,1,0,2,8500,2,14,82.0,0,1,0.55,1
100,1,7,1,0,6,22500,3,138,92.0,0,2,2.24,1
100,1,11,1,8,3,5500,1,241,88.0,1,2,3.3,1
89,1,1,1,0,3,11500,7,22,79.0,0,0,1.56,1
96,1,313,1,0,5,36300,3,14,87.0,0,1,0.46,1
97,1,4,0,0,6,30000,1,78,85.0,0,1,3.77,1
100,1,7,1,0,4,9900,1,252,78.0,1,0,7.05,1
100,1,4,0,0,3,6400,1,36,91.0,0,2,3.75,1
100,0,2,1,0,4,17500,2,54,94.0,0,2,4.44,1
100,1,4,0,0,3,6400,1,36,91.0,0,2,3.75,1
100,1,3,1,8,7,50000,1,112,93.0,0,2,4.4,1
100,0,11,1,0,5,14400,2,13,75.0,0,2,2.5,1
100,1,2,1,0,2,8500,1,62,97.0,0,1,1.46,1
100,1,13,1,8,2,7400,1,80,95.0,0,2,3.28,1
71,1,363,1,0,2,19900,3,17,86.0,1,2,1.52,1
100,1,2,1,11,3,19900,1,24,93.0,0,2,3.69,1
95,1,6,1,8,2,7000,1,47,92.0,0,2,2.19,1
100,1,18,1,8,1,9900,1,48,96.0,1,2,3.98,1
100,1,7,1,8,1,4700,1,108,98.0,1,0,2.82,1
100,1,1,1,0,2,13900,1,49,100.0,0,0,2.55,1
100,0,1,1,0,2,25000,2,123,96.0,1,2,2.47,1
100,1,2,1,8,2,9900,1,125,94.0,0,2,4.58,1
100,1,307,1,0,5,23200,2,22,92.0,0,2,1.24,1
100,1,6,1,0,2,12500,2,85,98.0,0,1,3.65,1
96,0,4,1,0,1,13900,2,67,81.0,0,2,2.74,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
100,1,4,0,0,4,7500,1,43,89.0,0,2,4.81,1
98,1,5,0,0,3,10000,1,57,90.0,0,2,4.0,1
89,1,558,1,0,5,34900,3,4,94.0,0,3,0.09,1
92,0,8,1,2,6,20000,2,32,79.0,1,2,0.82,1
100,1,4,1,0,2,12000,2,38,82.0,0,2,1.43,1
100,1,5,1,8,3,9300,3,97,95.0,0,1,3.25,1
98,1,24,1,0,4,22000,3,13,88.0,0,2,1.07,1
100,1,1,1,0,2,20000,3,39,96.0,0,1,3.12,1
100,1,1,1,0,3,25000,1,34,90.0,0,2,1.16,1
96,1,3,1,4,4,17500,1,39,95.0,0,2,3.31,1
100,1,7,0,0,4,25000,1,2,80.0,0,2,0.44,1
100,1,1,0,9,2,22500,2,28,97.0,0,2,4.52,1
100,1,4,1,0,4,25000,1,84,95.0,0,1,2.6,1
100,1,3,1,1,2,10000,1,123,98.0,0,0,3.53,1
100,1,3,0,4,4,16000,2,41,85.0,1,2,5.57,1
100,1,3,1,0,2,20000,1,31,92.0,0,2,5.08,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
96,1,313,1,0,5,60300,3,12,88.0,0,1,0.79,1
100,1,2,1,0,3,12500,1,140,94.0,0,2,6.37,1
100,1,9,1,0,10,22500,1,49,93.0,0,2,2.99,1
71,1,363,1,4,2,26900,3,4,95.0,1,2,0.79,1
100,1,2,1,0,1,8100,1,17,96.0,1,2,2.67,1
94,0,5,1,0,4,22500,3,13,100.0,0,3,0.18,1
100,1,7,1,0,4,9900,1,184,76.0,1,0,7.53,1
100,1,13,1,8,2,7400,1,80,95.0,0,2,3.28,1
89,1,558,1,0,2,27900,2,4,84.0,0,3,0.06,1
100,1,2,1,4,4,69900,1,36,86.0,0,2,1.41,1
90,1,1,1,4,2,25000,1,21,100.0,0,2,1.56,1
89,1,558,1,0,4,34900,3,21,94.0,0,3,0.32,1
100,1,18,1,8,1,9900,1,48,96.0,1,2,3.98,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
100,1,1,1,0,2,17700,1,30,91.0,0,2,1.51,1
100,1,11,1,11,6,16500,1,84,87.0,0,2,1.53,1
100,1,9,1,0,7,19900,1,24,88.0,0,2,1.83,1
71,1,363,1,4,4,22900,3,17,91.0,1,2,1.4,1
100,0,1,1,11,2,8300,1,54,87.0,0,0,5.45,1
100,1,3,1,0,4,10300,2,51,89.0,1,2,3.12,1
100,1,1,1,0,2,20000,2,18,92.0,0,2,1.08,1
100,1,2,1,0,2,8500,2,91,96.0,0,1,2.29,1
100,0,3,1,0,2,10500,1,198,87.0,0,1,8.6,1
100,1,1,1,8,5,6900,3,160,98.0,0,2,2.66,1
100,1,3,1,0,4,30000,30,15,89.0,0,0,0.25,1
100,1,2,1,8,4,12500,1,132,97.0,0,2,2.61,1
100,1,4,1,0,4,28500,2,37,91.0,0,1,3.4,1
100,0,11,1,0,3,9900,1,49,88.0,1,2,1.74,1
100,1,1,1,4,8,38300,1,57,86.0,1,2,4.22,1
100,1,4,1,0,4,31000,1,87,94.0,0,1,5.34,1
100,1,4,1,0,4,25000,1,84,95.0,0,1,2.6,1
81,0,7,1,0,6,19500,1,37,87.0,0,2,1.18,1
100,0,3,0,0,2,10500,1,184,88.0,0,1,11.48,1
100,1,1,1,0,2,17700,1,30,91.0,0,2,1.51,1
100,1,1,1,0,4,17000,2,30,97.0,0,1,5.77,1
96,0,4,1,0,1,13900,2,67,81.0,0,2,2.74,1
100,0,2,0,8,3,6500,1,14,80.0,1,0,5.12,1
100,1,1,1,8,2,7500,1,94,98.0,0,1,3.34,1
98,1,24,1,0,4,16700,2,27,85.0,0,2,1.7,1
90,0,1,0,0,4,13500,3,2,90.0,0,0,0.69,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
100,0,1,1,8,2,12000,2,91,87.0,1,2,3.55,1
100,1,2,1,0,2,8500,1,62,97.0,0,1,1.46,1
100,1,1,1,9,3,10000,1,3,93.0,1,0,3.0,1
91,0,11,1,0,2,21900,2,22,90.0,0,2,2.99,1
100,1,15,1,0,3,28900,4,11,93.0,0,1,1.89,1
100,1,1,1,0,6,24500,2,22,94.0,0,2,1.42,1
100,0,4,0,0,2,14500,1,2,70.0,0,2,0.44,1
98,1,24,1,0,6,30000,2,43,88.0,0,2,2.35,1
100,0,1,1,0,2,25000,2,123,96.0,1,2,2.47,1
97,1,11,1,0,3,19900,3,9,91.0,0,2,0.36,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
100,0,2,1,0,4,17500,2,54,94.0,0,2,4.44,1
97,1,4,1,0,4,10700,2,78,89.0,0,2,6.7,1
100,1,1,1,8,2,7100,3,198,96.0,0,1,3.86,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
100,1,4,1,0,4,31000,1,87,94.0,0,1,5.34,1
100,1,1,1,0,2,20000,1,80,94.0,0,2,2.73,1
100,1,2,1,0,2,12000,1,37,98.0,0,1,7.07,1
100,1,1,1,4,5,11200,1,87,92.0,0,0,9.67,1
100,1,1,1,0,2,20000,3,28,93.0,1,1,1.96,1
100,0,1,0,0,1,7700,1,21,94.0,0,0,2.6,1
100,1,1,1,0,3,16300,1,31,78.0,0,2,5.89,1
100,1,2,1,0,2,11500,2,91,95.0,0,1,3.39,1
100,1,1,1,0,2,11000,2,47,90.0,0,0,1.82,1
100,1,7,1,8,3,8300,1,231,96.0,1,0,6.23,1
100,1,2,1,0,2,11000,1,87,98.0,0,2,7.07,1
100,1,2,1,8,2,9900,1,125,94.0,0,2,4.58,1
100,1,1,1,0,8,50000,1,88,98.0,0,1,4.2,1
100,1,1,1,0,2,17500,1,12,93.0,0,0,0.7,1
100,0,37,1,0,5,28500,3,3,93.0,0,2,0.71,1
98,1,22,1,0,4,14300,2,16,91.0,0,2,1.33,1
100,1,2,1,0,8,39900,2,12,95.0,0,2,0.75,1
100,0,11,1,0,4,12900,1,51,89.0,1,2,2.89,1
100,1,1,1,4,5,11200,1,87,92.0,0,0,9.67,1
100,1,2,1,4,1,8400,1,158,98.0,1,1,10.28,1
100,1,6,1,0,2,15000,5,7,86.0,0,2,3.39,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
92,1,1,1,0,3,12500,2,20,91.0,0,1,1.91,1
98,1,5,1,8,16,12500,1,24,91.0,0,2,2.07,1
100,0,12,1,4,2,17500,7,5,92.0,0,2,0.15,1
100,0,11,1,0,4,11900,1,45,87.0,1,2,2.13,1
100,1,1,1,8,2,7500,2,41,98.0,0,0,2.62,1
100,1,2,1,8,2,7500,1,20,97.0,0,1,0.87,1
100,0,2,1,0,4,25000,10,38,93.0,0,2,1.05,1
94,1,18,1,0,3,13300,1,74,80.0,0,1,2.71,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
100,1,8,0,8,2,7500,1,32,97.0,1,0,2.32,1
70,1,1,1,0,2,10000,1,29,97.0,0,1,1.6,1
100,1,7,0,0,4,25000,1,2,80.0,0,2,0.44,1
100,1,13,1,8,2,7400,1,80,95.0,0,2,3.28,1
70,1,1,1,0,2,10000,1,29,97.0,0,1,1.6,1
100,1,11,1,8,3,6500,1,194,88.0,1,2,2.89,1
100,1,1,1,0,2,5800,1,10,96.0,0,0,4.55,1
100,1,1,1,0,2,20000,3,28,93.0,1,1,1.96,1
100,1,2,1,8,3,13500,2,68,93.0,0,1,2.35,1
100,1,13,1,0,2,12500,1,120,96.0,1,2,7.26,1
100,1,2,0,0,3,11400,2,127,97.0,1,2,5.08,1
100,1,2,1,0,2,13000,2,29,92.0,1,2,2.27,1
95,1,6,1,8,2,6500,30,36,87.0,0,2,1.69,1
100,1,18,1,8,1,9900,1,48,96.0,1,2,3.98,1
100,1,4,1,0,1,8500,3,13,72.0,0,2,0.47,1
100,1,18,1,8,2,9900,1,24,88.0,1,2,15.0,1
100,1,1,1,0,6,20000,1,132,96.0,1,2,2.62,1
100,1,1,1,0,2,8000,1,31,97.0,0,1,2.06,1
100,1,4,1,0,2,6000,1,280,96.0,1,0,7.07,1
100,1,2,1,4,3,15000,1,84,97.0,0,2,6.9,1
96,1,313,1,0,5,60300,3,12,88.0,0,1,0.79,1
98,1,22,1,0,2,10000,2,55,84.0,0,2,3.08,1
90,1,3,0,0,4,26000,1,9,80.0,0,0,1.36,1
100,1,1,1,8,2,7500,1,94,98.0,0,1,3.34,1
100,1,4,1,0,2,7500,1,150,97.0,1,0,6.2,1
100,1,5,1,8,3,8000,3,97,96.0,0,0,3.27,1
100,1,1,1,8,2,4500,1,47,83.0,1,1,3.7,1
100,1,1,1,8,4,30000,2,38,96.0,0,1,2.08,1
100,1,3,1,0,2,9000,3,38,98.0,0,1,3.52,1
100,1,1,1,0,2,5900,1,47,90.0,0,1,2.78,1
100,1,2,1,0,7,39900,2,31,84.0,0,2,0.73,1
100,1,1,1,8,2,8900,1,6,93.0,0,0,0.5,1
79,1,18,1,0,1,5200,5,3,73.0,0,2,0.12,1
100,1,1,1,0,2,17500,1,12,93.0,0,0,0.7,1
94,1,5,1,8,4,8100,1,23,90.0,1,0,0.91,1
100,1,4,1,0,1,9000,3,23,91.0,0,2,0.83,1
98,1,5,1,8,16,12500,1,24,91.0,0,2,2.07,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
98,1,24,1,0,4,16700,2,54,82.0,0,2,1.02,1
100,0,2,0,0,6,35000,2,17,91.0,0,1,1.85,1
100,1,1,0,0,8,80000,5,26,98.0,0,2,0.97,1
100,1,6,1,10,1,50000,1,26,94.0,0,2,0.65,1
100,1,1,1,8,2,7100,3,198,96.0,0,1,3.86,1
96,1,313,1,0,5,36300,3,22,91.0,0,1,0.73,1
92,0,8,1,2,6,20000,2,32,79.0,1,2,0.82,1
100,1,5,1,8,2,13000,1,103,90.0,0,1,2.0,1
100,0,1,1,0,4,42500,7,15,96.0,0,2,1.32,1
100,1,16,1,2,10,37500,2,13,94.0,0,2,0.2,1
100,1,2,1,8,5,10000,1,46,90.0,0,0,9.45,1
100,1,1,1,0,2,9900,3,78,97.0,0,1,2.0,1
60,0,1,1,0,2,15000,30,34,91.0,0,0,2.24,1
100,1,2,1,8,5,10000,1,46,90.0,0,0,9.45,1
100,1,1,1,0,4,21000,2,41,94.0,0,1,1.25,1
100,1,6,1,0,2,15000,5,7,86.0,0,2,3.39,1
100,1,1,1,0,3,16300,1,31,78.0,0,2,5.89,1
100,1,1,1,0,3,19900,2,59,97.0,0,2,2.69,1
75,0,1,1,0,2,12500,2,14,93.0,0,0,1.34,1
100,1,3,1,0,2,7000,1,121,90.0,1,2,6.1,1
100,0,3,1,0,1,5500,2,3,73.0,0,0,1.5,1
100,1,1,0,0,8,80000,5,26,98.0,0,2,0.97,1
100,0,2,0,0,6,35000,2,17,91.0,0,1,1.85,1
100,1,13,1,0,2,12500,1,281,92.0,1,2,7.08,1
100,1,4,1,1,2,6000,1,8,95.0,0,2,0.52,1
100,0,12,1,0,2,17500,5,12,98.0,0,2,0.18,1
100,1,1,1,0,8,50000,1,88,98.0,0,1,4.2,1
100,1,1,1,0,2,5900,1,47,90.0,0,1,2.78,1
89,1,1,1,0,3,11500,7,22,79.0,0,0,1.56,1
100,1,1,0,8,8,15000,3,21,88.0,0,0,1.58,1
89,1,1,1,0,3,11500,7,22,79.0,0,0,1.56,1
100,1,1,0,0,2,14000,2,35,99.0,0,1,2.71,1
100,0,1,1,0,2,5000,1,4,60.0,0,1,0.73,1
89,1,558,1,0,3,24900,3,2,78.0,0,3,0.04,1
90,1,1,1,8,2,6000,3,88,93.0,1,2,1.46,1
100,1,2,1,8,1,7200,1,15,97.0,0,1,0.62,1
73,1,4,1,8,2,4600,2,18,82.0,1,2,1.46,1
100,0,11,1,0,5,14400,2,13,75.0,0,2,2.5,1
100,1,1,0,0,2,14900,2,35,97.0,0,1,2.39,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
100,1,4,0,8,3,7900,1,48,90.0,1,2,1.71,1
100,1,1,1,0,4,25000,1,30,97.0,0,2,1.12,1
89,1,558,1,0,2,25900,2,9,89.0,0,3,0.33,1
97,1,21,1,0,4,24900,2,11,76.0,0,1,2.37,1
100,1,1,1,0,2,9900,3,78,97.0,0,1,2.0,1
100,1,1,1,0,4,20000,1,40,88.0,0,0,2.5,1
95,1,2,1,0,3,15900,1,14,86.0,0,0,9.55,1
100,1,1,1,0,3,9800,1,57,96.0,0,1,12.95,1
100,1,2,1,4,1,8400,1,158,98.0,1,1,10.28,1
100,1,6,1,0,2,15000,5,7,86.0,0,2,3.39,1
70,1,1,1,0,2,10000,1,29,97.0,0,1,1.6,1
91,0,11,1,0,2,18900,2,15,97.0,0,2,1.72,1
100,1,2,1,8,4,12500,1,132,97.0,0,2,2.61,1
100,1,1,1,0,2,24500,3,60,98.0,1,2,2.24,1
100,1,1,1,8,2,7500,1,94,98.0,0,1,3.34,1
100,1,2,1,0,3,26500,2,42,96.0,1,1,7.16,1
100,1,1,1,0,3,9800,1,57,96.0,0,1,12.95,1
100,1,4,1,0,5,15000,1,59,84.0,1,1,5.28,1
100,1,1,1,0,2,24500,3,60,98.0,1,2,2.24,1
100,0,2,1,0,4,25000,10,38,93.0,0,2,1.05,1
100,1,2,1,0,1,4000,1,101,96.0,1,1,4.57,1
100,1,11,1,8,2,7000,1,81,87.0,0,1,1.33,1
99,1,30,0,0,8,15500,1,26,82.0,0,2,2.69,1
100,1,1,1,0,2,17500,1,12,93.0,0,0,0.7,1
90,1,1,1,8,2,6000,3,88,93.0,1,2,1.46,1
90,0,1,1,0,2,17000,1,50,97.0,0,0,2.91,1
100,1,4,1,0,4,26500,1,101,93.0,0,1,7.05,1
100,1,1,1,0,4,20000,1,40,88.0,0,0,2.5,1
100,1,11,1,8,4,6500,1,291,87.0,1,2,3.83,1
100,1,4,0,0,4,6700,1,33,92.0,0,2,3.96,1
100,1,1,1,0,8,50000,1,88,98.0,0,1,4.2,1
97,1,4,1,0,4,10700,2,78,89.0,0,2,6.7,1
100,1,6,1,4,6,33000,1,9,96.0,0,2,1.91,1
89,1,558,1,0,6,45100,3,31,89.0,0,3,0.6,1
100,1,5,1,8,2,8500,3,119,95.0,0,1,3.93,1
100,1,6,1,1,4,6500,1,156,86.0,1,1,4.53,1
100,0,1,1,0,2,20000,1,55,97.0,1,0,11.3,1
100,0,1,1,0,6,19400,1,13,98.0,0,2,2.13,1
98,1,24,1,0,4,22000,3,13,88.0,0,2,1.07,1
96,1,313,1,0,3,29800,3,6,90.0,0,1,0.21,1
100,1,2,1,0,3,12000,1,174,95.0,0,1,8.49,1
100,1,5,1,0,2,7500,1,22,94.0,1,2,1.69,1
100,1,11,1,8,2,5000,2,111,87.0,1,1,2.97,1
99,1,30,0,0,8,20000,1,19,91.0,0,2,4.91,1
100,1,1,0,0,6,21200,2,63,91.0,1,1,4.06,1
100,0,1,1,11,2,8300,1,54,87.0,0,0,5.45,1
100,0,1,1,0,2,15000,3,34,86.0,0,1,1.04,1
100,1,2,1,8,2,10000,1,62,97.0,0,0,4.39,1
91,0,11,1,0,2,24900,2,4,65.0,0,2,0.59,1
100,0,1,1,0,4,35000,4,27,89.0,0,0,1.63,1
100,0,1,1,0,3,8900,1,320,88.0,0,1,8.73,1
100,1,4,1,0,1,8500,3,13,72.0,0,2,0.47,1
100,1,13,1,0,2,12500,1,120,96.0,1,2,7.26,1
100,1,2,1,0,2,8500,1,62,97.0,0,1,1.46,1
100,1,1,1,0,2,5800,1,10,96.0,0,0,4.55,1
100,1,2,0,0,2,7500,2,50,91.0,0,1,3.23,1
100,1,1,0,0,3,13000,1,21,99.0,0,1,1.65,1
100,1,307,1,0,5,18300,2,11,95.0,0,2,0.69,1
100,1,1,1,0,4,14700,3,132,94.0,0,2,3.45,1
100,1,1,1,0,6,20000,1,132,96.0,1,2,2.62,1
100,1,20,1,0,6,9900,2,72,85.0,1,2,3.04,1
100,1,18,1,8,1,9900,1,48,96.0,1,2,3.98,1
100,0,11,1,0,4,10900,1,58,88.0,0,2,4.55,1
90,1,1,1,0,6,37500,2,98,99.0,1,1,3.9,1
95,1,6,1,8,2,7000,1,47,92.0,0,2,2.19,1
100,1,1,1,0,2,5600,1,115,95.0,0,0,7.99,1
96,1,313,1,0,5,36300,3,14,87.0,0,1,0.46,1
96,1,313,1,0,5,36300,3,14,87.0,0,1,0.46,1
100,1,20,1,8,3,7200,1,75,86.0,0,2,3.13,1
98,1,749,1,0,5,31900,3,2,70.0,0,2,0.14,1
94,0,5,1,0,4,15000,1,10,74.0,1,0,2.78,1
100,1,1,0,0,2,17500,1,39,93.0,0,2,1.61,1
100,0,1,0,0,1,8800,1,91,77.0,0,1,5.66,1
100,1,1,0,0,8,80000,5,26,98.0,0,2,0.97,1
100,0,11,1,0,4,10900,1,58,88.0,0,2,4.55,1
100,1,3,1,0,2,9000,3,38,98.0,0,1,3.52,1
100,1,20,1,8,3,6800,1,49,84.0,0,2,1.99,1
100,1,4,0,0,4,7500,1,43,89.0,0,2,4.81,1
96,1,313,1,0,5,36300,3,14,87.0,0,1,0.46,1
100,1,11,1,8,2,7000,1,81,87.0,0,1,1.33,1
50,1,2,1,8,2,7300,1,19,99.0,0,1,1.35,1
100,0,1,1,8,2,7500,2,37,91.0,0,1,0.61,1
100,1,1,1,0,4,10000,1,46,85.0,1,1,2.13,1
100,1,6,0,0,2,6300,1,32,85.0,1,0,1.9,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
75,0,1,1,0,2,12500,2,14,93.0,0,0,1.34,1
100,1,2,1,0,2,4500,1,110,98.0,0,2,5.47,1
100,1,3,1,0,6,27500,3,28,95.0,0,2,1.83,1
100,1,18,1,8,1,9900,1,48,96.0,1,2,3.98,1
100,1,1,0,0,2,14000,2,35,99.0,0,1,2.71,1
100,1,2,1,0,2,6500,1,176,92.0,0,0,7.19,1
100,0,1,1,0,3,8900,1,320,88.0,0,1,8.73,1
100,1,2,1,0,2,11000,1,87,98.0,0,2,7.07,1
100,1,2,1,0,2,7500,1,178,92.0,0,0,6.36,1
100,1,2,0,0,2,12900,1,28,96.0,0,0,2.06,1
100,1,7,1,0,4,19500,3,47,95.0,0,2,0.54,1
100,1,4,1,8,2,9500,1,215,86.0,0,2,5.35,1
100,1,11,1,8,3,6500,1,194,88.0,1,2,2.89,1
100,0,3,0,0,2,6500,1,153,91.0,0,1,14.34,1
100,1,4,1,0,4,31000,1,87,94.0,0,1,5.34,1
93,1,1,1,0,7,27500,1,96,97.0,1,2,7.42,1
100,1,2,1,8,5,10000,1,46,90.0,0,0,9.45,1
100,1,13,1,0,2,12500,1,120,96.0,1,2,7.26,1
100,1,1,1,0,8,50000,1,88,98.0,0,1,4.2,1
100,0,22,0,0,1,3700,10,4,90.0,0,1,0.8,1
100,1,1,1,0,2,13900,1,49,100.0,0,0,2.55,1
100,1,13,1,0,2,12500,1,120,96.0,1,2,7.26,1
100,0,11,1,0,3,9900,1,49,88.0,1,2,1.74,1
100,1,1,0,0,2,25000,1,21,77.0,0,2,1.44,1
90,1,1,1,4,3,25000,1,7,97.0,0,2,1.48,1
97,1,1,1,0,2,4600,2,31,75.0,0,1,1.84,1
100,1,17,1,0,4,8500,1,15,93.0,0,2,2.88,1
96,1,313,1,0,5,36300,3,17,89.0,0,1,0.72,1
100,1,4,0,0,3,6400,1,36,91.0,0,2,3.75,1
100,1,2,1,0,3,12500,1,140,94.0,0,2,6.37,1
100,1,3,1,0,3,9900,3,25,83.0,0,1,2.57,1
100,1,7,1,0,2,6000,2,37,84.0,0,2,7.3,1
100,1,3,1,0,4,19000,2,115,92.0,0,2,3.9,1
31,1,2,0,0,2,10000,3,29,85.0,0,2,1.97,1
100,1,1,1,0,4,23900,1,85,95.0,0,2,5.67,1
100,1,2,1,0,1,8000,1,12,80.0,0,2,0.37,1
100,1,5,1,8,1,9800,1,184,91.0,0,1,3.09,1
92,1,1,1,0,3,12500,2,20,91.0,0,1,1.91,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
100,1,3,1,4,1,8800,28,184,96.0,0,1,7.55,1
89,1,558,1,0,2,28500,2,22,89.0,0,3,0.39,1
100,1,1,1,0,5,29500,3,29,94.0,0,1,2.74,1
89,1,558,1,0,2,26900,3,5,90.0,0,3,0.09,1
100,1,1,0,0,2,14900,2,35,97.0,0,1,2.39,1
96,1,313,1,0,3,29800,3,6,90.0,0,1,0.21,1
100,1,2,1,0,3,12500,1,140,94.0,0,2,6.37,1
100,1,2,1,8,4,12500,1,132,97.0,0,2,2.61,1
100,1,7,1,0,4,9900,1,184,76.0,1,0,7.53,1
100,1,1,1,0,2,17500,1,12,93.0,0,0,0.7,1
100,1,1,1,0,2,18400,3,9,100.0,0,0,0.19,1
100,0,1,1,0,6,19400,1,13,98.0,0,2,2.13,1
100,0,1,1,0,2,5000,1,1,20.0,0,0,0.08,1
97,1,21,1,0,4,24900,2,11,76.0,0,1,2.37,1
100,1,1,1,8,2,7100,3,198,96.0,0,1,3.86,1
100,1,2,1,0,2,6500,1,176,92.0,0,0,7.19,1
100,1,2,1,0,7,39900,2,31,84.0,0,2,0.73,1
100,1,2,0,0,2,9500,1,32,97.0,0,1,4.87,1
100,0,2,1,8,5,8400,2,18,81.0,0,1,2.39,1
100,1,16,1,2,10,37500,2,13,94.0,0,2,0.2,1
73,1,4,1,8,2,4600,2,18,82.0,1,2,1.46,1
100,1,3,1,0,4,10300,2,51,89.0,1,2,3.12,1
100,1,1,1,4,2,5800,2,65,96.0,0,1,5.36,1
100,1,13,1,8,2,6800,1,109,91.0,0,2,3.09,1
100,1,3,1,0,2,7000,2,72,79.0,0,1,1.93,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
98,1,5,0,0,3,10000,1,57,90.0,0,2,4.0,1
100,0,11,1,0,4,14900,2,40,83.0,0,2,3.25,1
100,1,2,1,4,2,10300,1,28,94.0,0,1,12.73,1
100,1,1,0,0,6,14000,2,30,96.0,0,1,6.16,1
100,0,5,1,8,4,6500,1,11,91.0,0,2,4.12,1
88,1,1,1,0,3,19900,7,6,97.0,1,2,3.75,1
100,1,3,1,8,7,50000,1,112,93.0,0,2,4.4,1
100,1,6,1,4,6,33000,1,9,96.0,0,2,1.91,1
100,1,1,1,8,2,7500,1,94,98.0,0,1,3.34,1
